"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name"
"Sardina pilchardus","european pilchard(=sardine)",37,"Albania","ALB","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Algeria","DZA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Algeria","DZA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Belgium","BEL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Belize","BLZ","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Belize","BLZ","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Benin","BEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Bulgaria","BGR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"China","CHN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"China","CHN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Croatia","HRV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Croatia","HRV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"herrings, sardines nei",37,"Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Denmark","DNK","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Denmark","DNK","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Egypt","EGY","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Gambia","GMB","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Georgia","GEO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Georgia","GEO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Greece","GRC","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Greece","GRC","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Guinea","GIN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Guinea-Bissau","GNB","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Ireland","IRL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Israel","ISR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Israel","ISR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Italy","ITA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Italy","ITA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Korea, Republic of","KOR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Latvia","LVA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Latvia","LVA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Lebanon","LBN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Liberia","LBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Liberia","LBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Liberia","LBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Libya","LBY","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Malta","MLT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Malta","MLT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Malta","MLT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Mauritania","MRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Mauritania","MRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Montenegro","MNE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Montenegro","MNE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Netherlands","NLD","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Netherlands","NLD","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Netherlands","NLD","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Netherlands","NLD","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Nigeria","NGA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Nigeria","NGA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Norway","NOR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Other nei",NA,"yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Other nei",NA,"yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Palestine","PSE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Poland","POL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Poland","POL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Poland","POL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Portugal","PRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Portugal","PRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Portugal","PRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Russian Federation","RUS","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Russian Federation","RUS","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Saint Kitts and Nevis","KNA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Saint Kitts and Nevis","KNA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Sao Tome and Principe","STP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Sierra Leone","SLE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Slovenia","SVN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",37,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",27,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Syrian Arab Republic","SYR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella maderensis","madeiran sardinella",34,"Togo","TGO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardinella aurita","round sardinella",34,"Togo","TGO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Tunisia","TUN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",37,"Tunisia","TUN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",37,"Türkiye","TUR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",34,"Ukraine","UKR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
NA,"sardinellas nei",34,"Ukraine","UKR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Sardina pilchardus","european pilchard(=sardine)",27,"United Kingdom","GBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine"
"Trachurus trachurus","atlantic horse mackerel",27,"Belgium","BEL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Belgium","BEL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Belize","BLZ","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"China","CHN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Congo","COG","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Côte d'Ivoire","CIV","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Denmark","DNK","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",34,"Denmark","DNK","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Denmark","DNK","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Denmark","DNK","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Equatorial Guinea","GNQ","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Faroe Islands","FRO","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Faroe Islands","FRO","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",27,"France","FRA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"France","FRA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"France","FRA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Gabon","GAB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Gambia","GMB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Georgia","GEO","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Germany","DEU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",34,"Germany","DEU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Germany","DEU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Germany","DEU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Ghana","GHA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Greenland","GRL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Iceland","ISL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Ireland","IRL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Ireland","IRL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Isle of Man","IMN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Norway","NOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Norway","NOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",27,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",34,"Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Saint Kitts and Nevis","KNA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Senegal","SEN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",34,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber colias","atlantic chub mackerel",27,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",34,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
