"country","sciname","aquaculture","trim_prop","common_name","wholefish","trimmings","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trash_fish","capture","source_country_iso3c"
"India","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
"India","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
"India","thunnus tonggol","no",1,"longtail tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
"Indonesia","amblygaster sirm","no",0.5,"spotted sardinella","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
"Indonesia","amblygaster sirm","no",0.5,"spotted sardinella","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
"Indonesia","amblygaster sirm","no",0.5,"spotted sardinella","yes","no","Shea et al. 2025",NA,"lemuru","no","yes","IDN"
"Indonesia","amblygaster sirm","no",0.5,"spotted sardinella","no","yes","Shea et al. 2025",NA,"lemuru","no","yes","IDN"
"Indonesia","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
"Indonesia","auxis rochei","no",1,"bullet tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
"Indonesia","auxis thazard","no",1,"frigate tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
"Indonesia","dussumieria acuta","no",0.5,"rainbow sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
"Indonesia","dussumieria acuta","no",0.5,"rainbow sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
"Indonesia","gymnosarda unicolor","no",1,"dogtooth tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
"Indonesia","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna, skipjack tuna","no","yes","IDN"
"Indonesia","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
"Indonesia","sardinella fimbriata","no",0.5,"fringescale sardinella","no","yes","Shea et al. 2025",NA,"fringescale sardinella","no","yes","IDN"
"Indonesia","sardinella fimbriata","no",0.5,"fringescale sardinella","yes","no","Shea et al. 2025",NA,"fringescale sardinella","no","yes","IDN"
"Indonesia","sardinella gibbosa","no",0.5,"goldstripe sardinella","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
"Indonesia","sardinella gibbosa","no",0.5,"goldstripe sardinella","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
"Indonesia","sardinella lemuru","no",0.5,"bali sardinella","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
"Indonesia","sardinella lemuru","no",0.5,"bali sardinella","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
"Indonesia","sardinops sagax","no",0.5,"south american pilchard","no","yes","Shea et al. 2025",NA,"south american pilchard","no","yes","IDN"
"Indonesia","sardinops sagax","no",0.5,"south american pilchard","yes","no","Shea et al. 2025",NA,"south american pilchard","no","yes","IDN"
"Indonesia","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna, yellowfin tuna","no","yes","IDN"
"Indonesia","thunnus maccoyii","no",1,"southern bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
"Indonesia","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
"Indonesia","thunnus tonggol","no",1,"longtail tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
"Iran","sardinella longiceps","no",0.5,"indian oil sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IRN"
"Iran","sardinella longiceps","no",0.5,"indian oil sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IRN"
"Ireland","cancer pagurus","no",1,"edible crab","no","yes","Shea et al. 2025",NA,"crab","no","yes","IRL"
"Ireland","capros aper","no",1,"boarfish","no","yes","Shea et al. 2025",NA,"boarfish","no","yes","IRL"
"Ireland","clupea pallasii","no",1,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","IRL"
"Ireland","engraulis encrasicolus","no",0.5,"european anchovy","no","yes","Shea et al. 2025",NA,"anchovy, european anchovy","no","yes","IRL"
"Ireland","engraulis encrasicolus","no",0.5,"european anchovy","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","IRL"
"Ireland","lophiidae","no",1,"anglerfishes nei","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","IRL"
"Ireland","melanogrammus aeglefinus","no",1,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","IRL"
"Ireland","merluccius","no",1,"hakes nei","no","yes","Shea et al. 2025",NA,"hake","no","yes","IRL"
"Ireland","merluccius merluccius","no",1,"european hake","no","yes","Shea et al. 2025",NA,"hake","no","yes","IRL"
"Ireland","micromesistius poutassou","no",0.5,"blue whiting","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","IRL"
"Ireland","micromesistius poutassou","no",0.5,"blue whiting","yes","no","Shea et al. 2025",NA,"blue whiting","no","yes","IRL"
"Ireland","nephrops norvegicus","no",1,"norway lobster","no","yes","Shea et al. 2025",NA,"norwegian lobster","no","yes","IRL"
"Ireland","salmo salar","yes",1,"salmon","no","yes","Shea et al. 2025",NA,"salmon","no","no","IRL"
"Ireland","sardina pilchardus","no",0.666666666666667,"european pilchard","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","IRL"
"Ireland","sardina pilchardus","no",0.666666666666667,"sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IRL"
"Ireland","sardina pilchardus","no",0.666666666666667,"sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IRL"
"Ireland","scomber japonicus","no",1,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","IRL"
"Ireland","sprattus sprattus","no",1,"sprat","no","yes","Shea et al. 2025",NA,"sprat","no","yes","IRL"
"Ireland","trachurus japonicus","no",1,"horse mackerel","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","IRL"
"Latvia","clupea harengus","no",1,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","LVA"
"Latvia","gadus morhua","no",1,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","LVA"
"Latvia","salmo salar","yes",1,"salmon","no","yes","Shea et al. 2025",NA,"salmon","no","no","LVA"
"Latvia","sprattus sprattus","no",1,"sprat","no","yes","Shea et al. 2025",NA,"sprat","no","yes","LVA"
"Lithuania","salmo salar","yes",1,"salmon","no","yes","Shea et al. 2025",NA,"salmon","no","no","LTU"
"Malaysia","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","auxis thazard","no",1,"frigate tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","auxis thazard","no",1,"frigate tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","rastrelliger","no",1,"indian mackerels nei","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
"Malaysia","rastrelliger","no",1,"indian mackerels nei","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
"Malaysia","scomberomorus commerson","no",1,"narrow-barred spanish mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
"Malaysia","scomberomorus commerson","no",1,"narrow-barred spanish mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
"Malaysia","scomberomorus guttatus","no",1,"indo-pacific king mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
"Malaysia","scomberomorus guttatus","no",1,"indo-pacific king mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
"Malaysia","scombridae","no",1,"mackerels nei","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
"Malaysia","scombridae","no",1,"mackerels nei","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
"Malaysia","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","thunnus tonggol","no",1,"longtail tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Malaysia","thunnus tonggol","no",1,"longtail tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
"Mauritania","sardina pilchardus","no",0,"sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MRT"
"Mauritania","sardinella","no",1,"sardinellas nei","no","yes","Shea et al. 2025",NA,"sardinella","no","yes","MRT"
"Mauritania","sardinella maderensis","no",0,"madeiran sardinella","yes","no","Shea et al. 2025",NA,"madeiran sardinella","no","yes","MRT"
"Mauritius","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","MUS"
"Mauritius","thunnus alalunga","no",1,"albacore tuna","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","MUS"
"Mauritius","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","MUS"
"Mauritius","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","MUS"
"Mexico","cetengraulis mysticetus","no",0,"pacific anchoveta","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","MEX"
"Mexico","cetengraulis mysticetus","no",0,"pacific anchoveta","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","MEX"
"Mexico","cetengraulis mysticetus","no",0,"bocona sardine","yes","no","Shea et al. 2025",NA,"bocona sardine","no","yes","MEX"
"Mexico","engraulis mordax","no",0,"anchovy","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","MEX"
"Mexico","engraulis mordax","no",0,"anchoveta","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","MEX"
"Mexico","etrumeus sadina","no",0,"japanese sardine","yes","no","Shea et al. 2025",NA,"japanese sardine","no","yes","MEX"
"Mexico","etrumeus teres","no",0,"sardine japanese","yes","no","Shea et al. 2025",NA,"sardine japanese","no","yes","MEX"
"Mexico","etrumeus teres","no",0,"japanese sardine","yes","no","Shea et al. 2025",NA,"japanese sardine","no","yes","MEX"
"Mexico","etrumeus whiteheadi","no",0,"japanese sardine","yes","no","Shea et al. 2025",NA,"japanese sardine","no","yes","MEX"
"Mexico","etrumeus whiteheadi","no",0,"red eye round herring","yes","no","Shea et al. 2025",NA,"red eye round herring","no","yes","MEX"
"Mexico","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","MEX"
"Mexico","oligoplites refulgens","no",0,"shortjaw leatherjacket","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MEX"
"Mexico","opisthonema libertate","no",0,"pacific thread herring","yes","no","Shea et al. 2025",NA,"pacific thread herring","no","yes","MEX"
"Mexico","opisthonema libertate","no",0,"pacific thread herring","yes","no","Shea et al. 2025",NA,"thread herring","no","yes","MEX"
"Mexico","penaeus vannamei","yes",1,"shrimp","no","yes","Shea et al. 2025",NA,"shrimp","no","no","MEX"
"Mexico","sardinops sagax","no",0,"monterrey sardine","yes","no","Shea et al. 2025",NA,"monterrey sardine","no","yes","MEX"
"Mexico","sardinops sagax","no",0,"south american pilchard","yes","no","Shea et al. 2025",NA,"south american pilchard","no","yes","MEX"
"Mexico","scomber japonicus","no",0.333333333333333,"pacific chub mackerel","yes","no","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","MEX"
"Mexico","scomber japonicus","no",0.333333333333333,"mackerel","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","MEX"
"Mexico","scomber japonicus","no",0.333333333333333,"makerel","no","yes","Shea et al. 2025",NA,"makerel","no","yes","MEX"
"Mexico","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","MEX"
"Mexico","trachurus symmetricus","no",0.5,"pacific jack mackerel","yes","no","Shea et al. 2025",NA,"pacific jack mackerel","no","yes","MEX"
"Mexico","trachurus symmetricus","no",0.5,"charro sardine","no","yes","Shea et al. 2025",NA,"charro sardine","no","yes","MEX"
"Morocco","engraulis encrasicolus","no",0,"european anchovy","yes","no","Shea et al. 2025",NA,"european anchovy","no","yes","MAR"
"Morocco","sardina pilchardus","no",0.666666666666667,"sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MAR"
"Morocco","sardina pilchardus","no",0.666666666666667,"sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","MAR"
"Morocco","sardina pilchardus","no",0.666666666666667,"european pilchard","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","MAR"
"Morocco","sardinella aurita","no",0.5,"round sardinella","no","yes","Shea et al. 2025",NA,"round sardinella","no","yes","MAR"
"Morocco","sardinella aurita","no",0.5,"round sardinella","yes","no","Shea et al. 2025",NA,"round sardinella","no","yes","MAR"
"Morocco","scomber colias","no",1,"atlantic chub mackerel","no","yes","Shea et al. 2025",NA,"atlantic chub mackerel","no","yes","MAR"
"Morocco","scomber colias","no",1,"chub mackerel","no","yes","Shea et al. 2025",NA,"chub mackerel","no","yes","MAR"
"Morocco","scomber japonicus","no",0,"mackerel","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","MAR"
"Morocco","trachurus trachurus","no",1,"horse mackerel","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","MAR"
"Morocco","trachurus trachurus","no",1,"horse mackerel","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","MAR"
"Namibia","trachurus trachurus","no",0,"horse mackerel","yes","no","Shea et al. 2025",NA,"horse mackerel","no","yes","NAM"
"New Zealand","allothunnus fallai","no",1,"slender tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
"New Zealand","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
"New Zealand","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
"New Zealand","macruronus novaezelandiae","no",1,"hoki","no","yes","Shea et al. 2025",NA,"hoki","no","yes","NZL"
"New Zealand","oncorhynchus tshawytscha","yes",1,"king salmon","no","yes","Shea et al. 2025",NA,"king salmon","no","no","NZL"
"New Zealand","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
"New Zealand","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
"New Zealand","thunnus maccoyii","no",1,"southern bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
"New Zealand","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
"New Zealand","thunnus orientalis","no",1,"pacific bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
"Norway","calanus finmarchicus","no",0,"calanus zooplankton","yes","no","Shea et al. 2025",NA,"calanus zooplankton","no","yes","NOR"
"Norway","clupea harengus","no",1,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
"Norway","euphausia superba","no",0,"antarctic krill","yes","no","Shea et al. 2025",NA,"krill","no","yes","NOR"
"Norway","gadiculus thori","no",1,"norway silvery cod","no","yes","Shea et al. 2025",NA,"norway silvery cod","no","yes","NOR"
"Norway","gadus morhua","no",1,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","NOR"
"Norway","lophius budegassa","no",1,"anglerfish","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","NOR"
"Norway","lophius piscatorius","no",1,"anglerfish","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","NOR"
"Norway","mallotus villosus","no",0.5,"capelin","no","yes","Shea et al. 2025",NA,"capelin","no","yes","NOR"
"Norway","mallotus villosus","no",0.5,"capelin","yes","no","Shea et al. 2025",NA,"capelin","no","yes","NOR"
"Norway","meganyctiphanes norvegica","no",0,"norwegian krill","yes","no","Shea et al. 2025",NA,"krill","no","yes","NOR"
"Norway","melanogrammus aeglefinus","no",1,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","NOR"
"Norway","merlangius merlangus","no",1,"whiting","no","yes","Shea et al. 2025",NA,"whiting","no","yes","NOR"
"Norway","micromesistius poutassou","no",1,"blue whiting","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","NOR"
"Norway","oncorhynchus mykiss","yes",1,"rainbow trout","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","NOR"
"Norway","pollachius virens","no",1,"saithe","no","yes","Shea et al. 2025",NA,"saithe","no","yes","NOR"
"Norway","salmo salar","yes",1,"atlantic salmon","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","NOR"
"Norway","scomber scombrus","no",1,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
"Norway","sebastes mentella","no",1,"deepwater redfish","no","yes","Shea et al. 2025",NA,"deepwater redfish","no","yes","NOR"
"Norway","sprattus sprattus","no",1,"sprat","no","yes","Shea et al. 2025",NA,"sprat","no","yes","NOR"
"Norway","trachurus trachurus","no",1,"horse mackerel","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","NOR"
"Norway","trisopterus esmarkii","no",0,"norway pout","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","NOR"
"Oman","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
"Oman","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
"Oman","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
"Oman","sardina pilchardus","no",0,"sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","OMN"
"Oman","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
"Oman","thunnus tonggol","no",1,"longtail tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
"Panama","cetengraulis mysticetus","no",0,"pacific anchoveta","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","PAN"
"Panama","opisthonema libertate","no",0,"pacific thread herring","yes","no","Shea et al. 2025",NA,"pacific thread herring","no","yes","PAN"
"Papua New Guinea","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
"Papua New Guinea","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
"Papua New Guinea","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
"Peru","engraulis ringens","no",0,"anchoveta","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
"Philippines","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","PHL"
"Philippines","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","PHL"
"Poland","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","POL"
"Poland","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","POL"
"Portugal","oncorhynchus mykiss","yes",1,"rainbow trout","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","PRT"
"Portugal","salmo salar","yes",1,"atlantic salmon","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","PRT"
"Samoa","sardina pilchardus","no",1,"european pilchard","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","WSM"
"Samoa","sardinops sagax","no",1,"sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","WSM"
"Samoa","sardinops sagax","no",1,"japanese pilchard","no","yes","Shea et al. 2025",NA,"japanese pilchard","no","yes","WSM"
"Seychelles","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","auxis thazard","no",1,"frigate tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","gymnosarda unicolor","no",1,"dogtooth tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","thunnus maccoyii","no",1,"southern bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","thunnus thynnus","no",1,"atlantic bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"Seychelles","thunnus tonggol","no",1,"longtail tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
"South Africa","engraulis encrasicolus","no",0,"anchovy","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","ZAF"
"South Africa","etrumeus whiteheadi","no",0,"red eye","yes","no","Shea et al. 2025",NA,"red eye","no","yes","ZAF"
"South Africa","sardina pilchardus","no",1,"european sardine","no","yes","Shea et al. 2025",NA,"european sardine","no","yes","ZAF"
"South Africa","sardina pilchardus","no",1,"european pilchard","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","ZAF"
"South Africa","sardinops sagax","no",1,"californian pilchard","no","yes","Shea et al. 2025",NA,"californian pilchard","no","yes","ZAF"
"South Africa","sardinops sagax","no",1,"japanese pilchard","no","yes","Shea et al. 2025",NA,"japanese pilchard","no","yes","ZAF"
"South Africa","sardinops sagax","no",1,"pilchard","no","yes","Shea et al. 2025",NA,"pilchard","no","yes","ZAF"
"South Korea","doryteuthis gahi","no",1,"patagonian squid","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
"South Korea","dosidicus gigas","no",1,"jumbo flying squid","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
"South Korea","illex argentinus","no",1,"argentine shortfin squid","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
"South Korea","loligo","no",1,"common squids nei","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
"South Korea","martialia hyadesi","no",1,"sevenstar flying squid","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
"South Korea","sepiidae","no",1,"cuttlefish, bobtail squids nei","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
"South Korea","teuthida","no",1,"various squids nei","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
